restaurant_id,user_id,new_restaurant_id,new_user_id
16,180,246,49
348,180,107,49
189,180,44,49
402,180,104,49
222,180,97,49
302,180,69,49
41,180,3,49
365,180,247,49
394,180,147,49
249,180,248,49
29,180,249,49
85,181,126,50
472,181,115,50
404,181,98,50
1,181,80,50
38,184,59,51
4,184,168,51
21,184,75,51
56,184,185,51
48,184,30,51
444,184,70,51
481,184,18,51
479,184,7,51
84,184,250,51
61,184,149,51
149,184,171,51
463,184,110,51
262,184,161,51
263,184,56,51
403,184,136,51
2,184,184,51
148,184,39,51
54,184,222,51
5,184,24,51
435,184,227,51
397,184,140,51
197,184,46,51
71,184,94,51
464,184,206,51
308,184,251,51
118,184,61,51
174,184,252,51
78,184,253,51
1,184,80,51
8,184,254,51
211,185,67,52
1,185,80,52
397,185,140,52
17,185,11,52
189,185,44,52
84,185,250,52
436,186,14,53
29,186,249,53
469,186,16,53
7,186,9,53
335,186,187,53
126,186,243,53
359,186,200,53
186,186,42,53
38,186,59,53
337,186,255,53
318,186,73,53
309,186,256,53
131,186,257,53
1,186,80,53
97,186,258,53
363,186,158,53
273,186,117,53
5,186,24,53
116,186,145,53
302,186,69,53
55,186,96,53
336,186,127,53
441,186,77,53
259,186,259,53
340,186,120,53
412,186,241,53
162,186,95,53
139,186,37,53
280,186,167,53
81,186,235,53
268,186,163,53
198,186,47,53
324,186,260,53
474,186,261,53
460,186,262,53
31,186,19,53
455,186,263,53
451,186,264,53
413,186,265,53
37,186,218,53
357,189,68,54
359,189,200,54
1,189,80,54
435,191,227,55
199,191,266,55
335,191,187,55
148,191,39,55
1,191,80,55
263,191,56,55
188,191,137,55
189,191,44,55
342,193,188,56
253,193,4,56
1,193,80,56
1,194,80,57
118,194,61,57
47,194,267,57
55,194,96,57
263,194,56,57
189,194,44,57
54,196,222,58
396,196,72,58
339,196,195,58
101,196,86,58
25,196,1,58
48,196,30,58
357,196,68,58
189,196,44,58
21,196,75,58
98,196,202,58
369,196,99,58
56,196,185,58
479,196,7,58
41,196,3,58
127,196,105,58
118,196,61,58
263,196,56,58
55,196,96,58
222,196,97,58
61,196,149,58
463,196,110,58
1,196,80,58
9,197,268,59
147,197,269,59
236,197,90,59
168,197,157,59
403,197,136,59
1,197,80,59
263,197,56,59
148,198,39,60
397,198,140,60
363,198,158,60
1,198,80,60
189,198,44,60
25,198,1,60
148,201,39,61
104,201,144,61
1,201,80,61
25,201,1,61
236,201,90,61
429,201,194,61
263,201,56,61
397,202,140,62
1,202,80,62
462,202,76,62
464,202,206,62
56,202,185,62
363,202,158,62
330,202,103,62
263,202,56,62
189,202,44,62
378,202,270,62
250,202,106,62
369,202,99,62
174,202,252,62
41,203,3,63
205,203,139,63
412,203,241,63
1,203,80,63
287,203,5,63
71,203,94,63
263,203,56,63
25,203,1,63
318,203,73,63
1,204,80,64
456,204,15,64
172,204,271,64
5,205,24,65
1,205,80,65
342,205,188,65
55,205,96,65
235,205,130,65
118,208,61,66
211,208,67,66
139,208,37,66
444,208,70,66
397,208,140,66
165,208,133,66
436,208,14,66
1,208,80,66
318,211,73,67
187,211,43,67
56,211,185,67
240,211,272,67
106,211,208,67
222,211,97,67
1,211,80,67
102,211,27,67
55,216,96,68
113,216,26,68
204,216,198,68
177,216,41,68
18,216,8,68
339,216,195,68
250,216,106,68
446,216,220,68
162,216,95,68
473,216,17,68
282,216,237,68
259,216,259,68
48,216,30,68
1,216,80,68
41,216,3,68
38,216,59,68
66,216,142,68
359,216,200,68
1,219,80,69
455,219,263,69
18,219,8,69
347,219,34,69
4,219,168,69
262,219,161,69
222,219,97,69
21,219,75,69
138,224,193,70
189,224,44,70
4,224,168,70
350,224,33,70
230,224,209,70
397,224,140,70
48,224,30,70
102,224,27,70
330,224,103,70
360,224,114,70
41,224,3,70
463,224,110,70
432,224,223,70
453,224,123,70
263,224,56,70
118,224,61,70
336,224,127,70
464,224,206,70
246,224,54,70
61,224,149,70
29,224,249,70
357,224,68,70
38,224,59,70
444,224,70,70
205,224,139,70
198,224,47,70
21,224,75,70
204,224,198,70
313,224,60,70
62,224,221,70
188,224,137,70
3,224,119,70
380,224,152,70
456,224,15,70
187,224,43,70
302,224,69,70
318,224,73,70
363,224,158,70
7,224,9,70
282,224,237,70
191,224,273,70
186,224,42,70
2,224,184,70
280,224,167,70
171,224,40,70
149,224,171,70
220,224,190,70
14,224,186,70
215,224,229,70
139,224,37,70
148,224,39,70
269,224,274,70
1,224,80,70
19,224,173,70
33,224,2,70
172,224,271,70
376,224,275,70
162,224,95,70
320,224,276,70
235,224,130,70
222,224,97,70
253,224,4,70
338,224,230,70
334,224,277,70
137,224,36,70
41,225,3,71
462,225,76,71
258,225,55,71
357,225,68,71
222,225,97,71
1,225,80,71
1,226,80,72
6,226,31,72
38,226,59,72
105,226,278,72
54,226,222,72
198,226,47,72
5,226,24,72
2,226,184,72
126,226,243,72
56,226,185,72
330,226,103,72
308,226,251,72
55,226,96,72
250,226,106,72
59,228,150,73
1,228,80,73
189,228,44,73
186,228,42,73
364,228,32,73
17,228,11,73
249,228,248,73
31,228,19,73
359,228,200,73
118,229,61,74
215,229,229,74
127,229,105,74
168,229,157,74
1,229,80,74
205,229,139,74
222,229,97,74
167,229,125,74
364,229,32,74
18,229,8,74
230,229,209,74
397,229,140,74
102,230,27,75
246,230,54,75
1,230,80,75
262,230,161,75
62,230,221,75
180,230,228,75
198,230,47,75
171,230,40,75
168,230,157,75
149,230,171,75
126,230,243,75
41,230,3,75
17,230,11,75
348,230,107,75
186,230,42,75
477,230,279,75
330,230,103,75
19,230,173,75
188,232,137,76
263,232,56,76
1,232,80,76
444,232,70,76
189,232,44,76
48,234,30,77
263,234,56,77
1,234,80,77
189,234,44,77
230,235,209,78
104,235,144,78
262,235,161,78
62,235,221,78
137,235,36,78
397,235,140,78
318,235,73,78
267,235,92,78
82,235,280,78
336,235,127,78
232,235,281,78
48,235,30,78
25,235,1,78
198,235,47,78
174,235,252,78
263,235,56,78
98,235,202,78
205,235,139,78
211,235,67,78
464,235,206,78
386,235,124,78
1,235,80,78
7,235,9,78
17,235,11,78
38,235,59,78
480,235,201,78
67,235,29,78
54,235,222,78
263,238,56,79
271,238,238,79
137,238,36,79
178,238,12,79
162,238,95,79
23,238,282,79
431,238,283,79
56,238,185,79
235,238,130,79
259,238,259,79
356,238,284,79
71,238,94,79
247,238,285,79
330,238,103,79
61,238,149,79
230,238,209,79
163,238,128,79
406,238,189,79
392,238,25,79
50,238,102,79
114,238,192,79
126,238,243,79
168,238,157,79
302,238,69,79
351,238,191,79
460,238,262,79
268,238,163,79
429,238,194,79
380,238,152,79
204,238,198,79
402,238,104,79
19,238,173,79
197,238,46,79
446,238,220,79
84,238,250,79
250,238,106,79
478,238,65,79
134,238,35,79
25,238,1,79
442,238,154,79
336,238,127,79
67,238,29,79
412,238,241,79
148,238,39,79
253,238,4,79
328,238,210,79
43,238,83,79
1,238,80,79
209,238,50,79
379,238,108,79
412,241,241,80
298,241,62,80
473,241,17,80
366,241,286,80
3,241,119,80
2,241,184,80
451,241,264,80
230,241,209,80
139,241,37,80
1,241,80,80
189,245,44,81
117,245,287,81
280,245,167,81
427,245,288,81
1,245,80,81
96,246,289,82
38,246,59,82
207,246,48,82
56,246,185,82
397,246,140,82
189,246,44,82
373,246,290,82
396,246,72,82
40,246,63,82
302,246,69,82
335,246,187,82
222,246,97,82
1,246,80,82
61,246,149,82
188,246,137,82
347,246,34,82
285,246,236,82
102,246,27,82
340,246,120,82
453,246,123,82
263,247,56,83
327,247,291,83
432,247,223,83
135,247,292,83
351,247,191,83
167,247,125,83
191,247,273,83
133,247,132,83
215,247,229,83
66,247,142,83
473,247,17,83
1,247,80,83
418,247,217,83
352,247,74,83
17,247,11,83
412,250,241,84
1,250,80,84
149,250,171,84
1,251,80,85
444,251,70,85
259,251,259,85
167,251,125,85
134,253,35,86
1,253,80,86
263,253,56,86
435,254,227,87
204,254,198,87
1,254,80,87
85,256,126,88
174,256,252,88
357,256,68,88
101,256,86,88
363,256,158,88
116,256,145,88
199,256,266,88
263,256,56,88
1,256,80,88
347,256,34,88
17,256,11,88
339,256,195,88
38,256,59,88
208,258,49,89
1,258,80,89
189,258,44,89
38,258,59,89
50,258,102,89
1,260,80,90
189,260,44,90
101,260,86,90
3,260,119,90
263,260,56,90
1,262,80,91
397,262,140,91
177,262,41,91
436,262,14,91
25,262,1,91
211,262,67,91
330,264,103,92
215,264,229,92
117,264,287,92
250,264,106,92
1,264,80,92
185,264,172,92
21,264,75,92
268,264,163,92
480,264,201,92
463,264,110,92
167,264,125,92
158,266,215,93
56,266,185,93
308,266,251,93
394,266,147,93
7,266,9,93
282,266,237,93
25,266,1,93
236,266,90,93
61,266,149,93
1,266,80,93
17,266,11,93
359,266,200,93
337,266,255,93
347,266,34,93
38,266,59,93
37,266,218,93
344,266,79,93
342,266,188,93
138,266,193,93
189,267,44,94
330,267,103,94
361,267,176,94
185,267,172,94
1,267,80,94
49,267,111,94
148,267,39,94
174,267,252,94
462,267,76,94
222,267,97,94
41,267,3,94
106,268,208,95
17,268,11,95
419,268,212,95
56,268,185,95
189,268,44,95
138,268,193,95
464,268,206,95
225,268,162,95
38,268,59,95
380,268,152,95
230,268,209,95
19,268,173,95
14,268,186,95
372,268,293,95
169,268,294,95
70,268,295,95
1,268,80,95
63,272,296,96
405,272,81,96
61,272,149,96
38,272,59,96
6,272,31,96
187,272,43,96
1,272,80,96
113,272,26,96
31,272,19,96
380,272,152,96
318,272,73,96
143,272,38,96
335,272,187,96
463,272,110,96
439,272,134,96
19,272,173,96
472,272,115,96
198,272,47,96
236,272,90,96
41,272,3,96
205,272,139,96
263,272,56,96
15,272,21,96
17,272,11,96
118,272,61,96
317,272,297,96
48,272,30,96
336,272,127,96
258,272,55,96
18,272,8,96
286,272,64,96
311,272,298,96
396,272,72,96
282,272,237,96
162,272,95,96
137,272,36,96
25,274,1,97
1,274,80,97
148,274,39,97
336,276,127,98
21,276,75,98
189,276,44,98
1,276,80,98
38,277,59,99
41,277,3,99
50,277,102,99
222,277,97,99
2,277,184,99
1,277,80,99
101,277,86,99
420,277,299,99
40,280,63,100
480,280,201,100
62,280,221,100
1,280,80,100
56,280,185,100
267,280,92,100
405,280,81,100
49,283,111,101
2,283,184,101
1,283,80,101
263,286,56,102
104,286,144,102
1,286,80,102
17,289,11,103
386,289,124,103
50,289,102,103
1,289,80,103
359,289,200,103
186,289,42,103
204,289,198,103
342,289,188,103
38,289,59,103
418,289,217,103
101,289,86,103
431,289,283,103
189,289,44,103
404,293,98,104
1,293,80,104
386,293,124,104
3,293,119,104
464,293,206,104
85,293,126,104
50,293,102,104
38,293,59,104
473,293,17,104
41,293,3,104
56,293,185,104
385,293,300,104
71,293,94,104
222,293,97,104
359,293,200,104
235,293,130,104
446,293,220,104
48,293,30,104
17,293,11,104
253,293,4,104
394,293,147,104
1,294,80,105
330,294,103,105
189,294,44,105
118,298,61,106
1,298,80,106
357,298,68,106
444,298,70,106
380,298,152,106
194,298,301,106
1,302,80,107
55,302,96,107
56,302,185,107
198,302,47,107
38,309,59,108
444,309,70,108
189,309,44,108
104,309,144,108
412,309,241,108
11,309,118,108
195,309,204,108
1,309,80,108
483,309,225,108
330,309,103,108
396,309,72,108
114,309,192,108
40,309,63,108
3,309,119,108
397,309,140,108
198,309,47,108
479,309,7,108
159,309,302,108
197,309,46,108
356,309,284,108
37,309,218,108
162,309,95,108
127,309,105,108
56,309,185,108
145,309,88,108
19,309,173,108
33,309,2,108
235,309,130,108
258,309,55,108
134,309,35,108
473,309,17,108
464,309,206,108
17,309,11,108
87,309,183,108
436,309,14,108
336,309,127,108
80,309,85,108
50,309,102,108
246,309,54,108
96,309,289,108
55,309,96,108
446,310,220,109
78,310,253,109
363,310,158,109
444,310,70,109
178,310,12,109
335,310,187,109
1,310,80,109
330,310,103,109
189,310,44,109
372,310,293,109
267,310,92,109
185,310,172,109
171,312,40,110
313,312,60,110
469,312,16,110
187,312,43,110
1,312,80,110
102,312,27,110
357,312,68,110
189,314,44,111
185,314,172,111
56,314,185,111
1,314,80,111
1,315,80,112
435,315,227,112
116,315,145,112
21,315,75,112
139,316,37,113
188,316,137,113
96,316,289,113
189,316,44,113
119,316,303,113
253,316,4,113
48,316,30,113
330,316,103,113
222,316,97,113
142,316,304,113
263,316,56,113
198,316,47,113
215,316,229,113
271,316,238,113
1,316,80,113
125,316,305,113
256,316,306,113
300,316,91,113
284,316,205,113
33,316,2,113
163,316,128,113
340,316,120,113
191,316,273,113
412,316,241,113
262,316,161,113
17,317,11,114
54,317,222,114
38,317,59,114
41,317,3,114
263,317,56,114
1,317,80,114
177,321,41,115
1,321,80,115
198,321,47,115
253,321,4,115
17,321,11,115
267,321,92,115
52,321,129,115
56,321,185,115
379,321,108,115
195,321,204,115
205,322,139,116
1,322,80,116
189,322,44,116
396,322,72,116
162,322,95,116
101,322,86,116
444,323,70,117
211,323,67,117
246,323,54,117
251,323,307,117
189,323,44,117
205,323,139,117
441,323,77,117
163,323,128,117
1,323,80,117
328,323,210,117
318,323,73,117
6,323,31,117
222,323,97,117
241,323,308,117
75,323,309,117
127,323,105,117
113,324,26,118
41,324,3,118
361,324,176,118
1,324,80,118
444,324,70,118
236,324,90,118
313,324,60,118
269,324,274,118
25,324,1,118
78,324,253,118
100,324,310,118
148,327,39,119
163,327,128,119
198,327,47,119
1,327,80,119
189,327,44,119
59,327,150,119
472,327,115,119
178,327,12,119
189,328,44,120
61,328,149,120
1,328,80,120
263,328,56,120
432,330,223,121
404,330,98,121
41,330,3,121
1,330,80,121
222,330,97,121
246,331,54,122
195,331,204,122
198,331,47,122
162,331,95,122
258,331,55,122
188,331,137,122
340,331,120,122
263,331,56,122
174,331,252,122
339,331,195,122
230,331,209,122
371,331,116,122
322,331,311,122
133,331,132,122
353,331,213,122
104,331,144,122
56,331,185,122
379,331,108,122
428,331,224,122
313,331,60,122
50,331,102,122
380,331,152,122
5,331,24,122
404,331,98,122
469,331,16,122
21,331,75,122
187,331,43,122
211,331,67,122
29,331,249,122
1,331,80,122
222,331,97,122
318,331,73,122
149,331,171,122
140,331,177,122
25,331,1,122
113,331,26,122
177,331,41,122
1,334,80,123
263,334,56,123
127,334,105,123
177,334,41,123
347,335,34,124
198,335,47,124
25,335,1,124
50,335,102,124
330,335,103,124
236,335,90,124
205,335,139,124
1,335,80,124
464,335,206,124
143,336,38,125
61,336,149,125
18,336,8,125
1,336,80,125
189,341,44,126
1,341,80,126
397,341,140,126
2,341,184,126
263,341,56,126
262,341,161,126
298,343,62,127
394,343,147,127
282,343,237,127
56,343,185,127
1,343,80,127
37,343,218,127
158,343,215,127
344,343,79,127
138,343,193,127
38,343,59,127
83,344,199,128
339,344,195,128
50,344,102,128
205,344,139,128
71,344,94,128
145,344,88,128
148,344,39,128
376,344,275,128
2,344,184,128
418,344,217,128
473,344,17,128
38,344,59,128
403,344,136,128
48,344,30,128
1,344,80,128
148,349,39,129
302,349,69,129
171,349,40,129
245,349,53,129
340,349,120,129
189,349,44,129
222,349,97,129
67,349,29,129
1,349,80,129
41,349,3,129
41,350,3,130
1,350,80,130
300,350,91,130
397,351,140,131
48,351,30,131
259,351,259,131
338,351,230,131
189,351,44,131
62,351,221,131
17,351,11,131
7,351,9,131
41,351,3,131
25,351,1,131
61,351,149,131
38,351,59,131
403,351,136,131
1,351,80,131
104,351,144,131
1,354,80,132
300,354,91,132
61,354,149,132
101,354,86,132
419,355,212,133
1,355,80,133
78,355,253,133
6,356,31,134
464,356,206,134
1,356,80,134
359,358,200,135
204,358,198,135
356,358,284,135
235,358,130,135
259,358,259,135
50,358,102,135
1,358,80,135
167,358,125,135
403,359,136,136
263,359,56,136
78,359,253,136
1,359,80,136
148,359,39,136
189,359,44,136
52,359,129,136
104,359,144,136
222,360,97,137
118,360,61,137
474,360,261,137
85,360,126,137
442,360,154,137
17,360,11,137
38,360,59,137
340,360,120,137
403,360,136,137
274,360,159,137
265,360,57,137
56,360,185,137
297,360,312,137
1,360,80,137
1,361,80,138
177,361,41,138
138,361,193,138
139,363,37,139
330,363,103,139
66,363,142,139
318,363,73,139
245,363,53,139
165,363,133,139
397,363,140,139
2,363,184,139
19,363,173,139
143,363,38,139
334,363,277,139
1,363,80,139
464,363,206,139
133,363,132,139
400,363,174,139
117,363,287,139
361,363,176,139
56,363,185,139
83,363,199,139
342,363,188,139
82,363,280,139
31,363,19,139
195,363,204,139
268,363,163,139
171,363,40,139
220,363,190,139
444,363,70,139
262,363,161,139
104,363,144,139
177,363,41,139
48,363,30,139
240,363,272,139
168,363,157,139
53,363,135,139
187,363,43,139
403,363,136,139
359,363,200,139
205,363,139,139
198,363,47,139
137,363,36,139
188,363,137,139
274,363,159,139
337,363,255,139
451,363,264,139
253,363,4,139
394,363,147,139
439,363,134,139
189,363,44,139
17,363,11,139
27,363,89,139
61,363,149,139
148,363,39,139
363,363,158,139
321,363,138,139
12,363,22,139
91,363,179,139
197,363,46,139
209,363,50,139
208,363,49,139
207,363,48,139
87,363,183,139
463,363,110,139
3,363,119,139
333,363,313,139
33,363,2,139
57,363,216,139
382,363,314,139
434,363,315,139
54,363,222,139
435,363,227,139
222,363,97,139
203,363,316,139
102,363,27,139
11,363,118,139
471,363,317,139
38,363,59,139
273,363,117,139
371,363,116,139
263,363,56,139
236,363,90,139
41,363,3,139
259,363,259,139
338,363,230,139
45,363,121,139
178,363,12,139
145,363,88,139
340,363,120,139
386,363,124,139
453,363,123,139
84,363,250,139
323,363,109,139
49,363,111,139
432,363,223,139
211,363,67,139
